profile_gender,profile_age,work_country,work_province,profile_studies_level,profile_studies_level_state,profile_career,profile_university,work_role,salary_monthly_BRUTO,salary_monthly_NETO,salary_in_usd,salary_satisfaction,salary_comparison_last_semester,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment_2020,salary_percentage_inflation_adjustment_2020,salary_month_last_inflation_adjustment,profile_sexual_orientation,profile_has_disabilities_hiring_difficulties,company_employee_number,company_main_activity,company_extra_benefits,company_best_companies_city
Hombre,51,Argentina,Ciudad Autónoma de Buenos Aires,Posgrado,Completado,Licenciatura en Análisis de Sistemas,UBA - Universidad de Buenos Aires,SysAdmin / DevOps / SRE,240000,145000,,2,2,De uno a tres sueldos,Mix de las anteriores,No,0,0,Heterosexual,,1001-2000,Servicios / Consultoría de Software / Digital,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",
Hombre,42,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,SysAdmin / DevOps / SRE,130000,100000,,2,1,No,No recibo bono,Dos,6,4,Heterosexual,,10001+,Producto basado en Software,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Licencia de paternidad/maternidad extendida",
Hombre,35,Argentina,GBA,Universitario,Completado,Licenciatura en Sistemas de Información,UNLP - Universidad Nacional de La Plata,Technical Leader,210000,150000,Mi sueldo está dolarizado,2,2,Un sueldo,Performance grupal,No,0,0,¿Qué les importa?,,5001-10000,Producto basado en Software,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,40,Argentina,GBA,Terciario,En curso,Tecnicatura Superior en Análisis de Sistemas,ESBA - Escuela Superior Buenos Aires,Networking,98000,79000,,4,4,Menos de un sueldo,Día del telefónico,No,0,0,Heterosexual,,501-1000,Otras industrias,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Viáticos",
Hombre,39,Argentina,Mendoza,Doctorado,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Architect,150000,100000,,3,2,No,No recibo bono,No,0,0,Heterosexual,No,5001-10000,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",GlobalLogic
Hombre,26,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Analista de Computación,UBA - Universidad de Buenos Aires,Developer,45000,37000,,3,3,No,No recibo bono,No,0,0,Heterosexual,,01-Oct,Producto basado en Software,Clases de idiomas,Etermax
Hombre,40,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Incompleto,Analista de Sistemas,ESBA - Escuela Superior Buenos Aires,Consultant,192000,186000,,3,3,No,No recibo bono,No,0,0,Heterosexual,,Nov-50,Servicios / Consultoría de Software / Digital,"Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc)",
Hombre,34,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Licenciatura en Informática,UADE - Universidad Argentina De la Empresa,Manager / Director,425000,,Mi sueldo está dolarizado,4,4,Menos de un sueldo,Performance individual,No,0,0,Heterosexual,,51-100,Producto basado en Software,"Abono de celular, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,35,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Technical Leader,150000,105000,,2,2,De uno a tres sueldos,Performance grupal,Uno,10,5,Heterosexual,Sí,201-500,Producto basado en Software,"Abono de celular, Capacitaciones y/o cursos",
Hombre,27,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Tecnicatura Superior en Programación,UTN - Universidad Tecnológica Nacional,SysAdmin / DevOps / SRE,49000,41000,,3,3,No,No recibo bono,Dos,10,6,Heterosexual,No,2001-5000,Servicios / Consultoría de Software / Digital,"Abono de Internet, Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,24,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Ingeniería Industrial,UNLaM - Universidad Nacional de La Matanza,QA / Tester,41000,34000,,1,3,No,No recibo bono,No,0,0,Heterosexual,,501-1000,Servicios / Consultoría de Software / Digital,Ninguna de las anteriores,
Hombre,29,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Informática,Universidad Siglo 21,BI Analyst / Data Analyst,103488,82899,,2,2,Un sueldo,Mix de las anteriores,No,0,0,Heterosexual,No,101-200,Producto basado en Software,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Horarios flexibles","Etermax, Mercado Libre"
Hombre,32,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Sistemas de Información,UBA - Universidad de Buenos Aires,Functional Analyst,105000,82000,,2,3,No,No recibo bono,Uno,17,1,Heterosexual,,501-1000,Producto basado en Software,"Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,31,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Licenciatura en Administración,universidad jose antonio paez,BI Analyst / Data Analyst,55000,44000,,1,2,Menos de un sueldo,Performance individual,Uno,22,2,Heterosexual,No,5001-10000,Servicios / Consultoría de Software / Digital,"Abono de Internet, Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Licencia de paternidad/maternidad extendida",
Hombre,31,Argentina,Provincia de Buenos Aires,Universitario,Incompleto,Ingeniería en Sistemas de Información,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires,Developer,200000,145000,,3,2,Menos de un sueldo,Mix de las anteriores,Uno,25,7,¿Qué les importa?,,51-100,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles","En Tandil, ninguna"
Hombre,39,Argentina,Provincia de Buenos Aires,Terciario,Completado,Analista de Sistemas,ORT,Developer,200000,180000,Mi sueldo está dolarizado,4,4,No,No recibo bono,No,0,0,,,51-100,Producto basado en Software,Ninguna de las anteriores,
Hombre,41,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Licenciatura en Análisis de Sistemas,UBA - Universidad de Buenos Aires,Manager / Director,280000,180000,,2,1,No,No recibo bono,No,0,0,Heterosexual,No,2001-5000,Servicios / Consultoría de Software / Digital,"Abono de celular, Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad / posgrados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Mujer,29,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Diseño de indumentaria,UBA - Universidad de Buenos Aires,QA / Tester,57200,49700,,3,2,No,No recibo bono,Uno,5,2,Heterosexual,,101-200,Producto basado en Software,"Capacitaciones y/o cursos, Clases de gimnasia online, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)","SAP, no conozco muchas"
Hombre,29,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Completado,Analista de Sistemas,ORT,SysAdmin / DevOps / SRE,72000,59000,,3,3,Menos de un sueldo,Performance de la compañía,Tres,35,1,Bisexual o queer,No,101-200,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)","MercadoLibre, IBM, Uala "
Hombre,31,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Completado,Tecnicatura en Programación,UTN - Universidad Tecnológica Nacional,Business Analyst,82051,71401,,2,2,No,No recibo bono,Dos,40,6,Heterosexual,No,2001-5000,Otras industrias,"Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,24,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Manager / Director,32000,25000,,1,1,No,No recibo bono,Uno,20,3,Heterosexual,,01-Oct,Servicios / Consultoría de Software / Digital,Ninguna de las anteriores,
Mujer,29,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Ingeniería en Informática,UBA - Universidad de Buenos Aires,Technical Leader,53899.67,43928,,2,1,No,No recibo bono,Uno,3,2,Heterosexual,,501-1000,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida",
Hombre,40,Argentina,GBA,Universitario,Incompleto,Ingeniería en Informática,UAI - Universidad Abierta Interamericana,Developer,130000,90000,,2,3,Un sueldo,Mix de las anteriores,Uno,5,2,Heterosexual,,501-1000,Otras industrias,Horarios flexibles,
Hombre,42,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,DBA,160000,140000,,3,2,No,No recibo bono,Dos,40,2,Heterosexual,No,501-1000,Servicios / Consultoría de Software / Digital,"Abono de celular, Abono de Internet, Clases de idiomas",
Hombre,28,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Incompleto,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,Developer,220000,145,Mi sueldo está dolarizado,4,3,Un sueldo,Performance de la compañía,No,0,0,Heterosexual,,201-500,Producto basado en Software,"Abono de celular, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia de paternidad/maternidad extendida, Stock options / RSUs","ASAPP,Medallia,Mulesoft"
Otros,29,Argentina,Entre Ríos,Doctorado,En curso,bioinformática,UNER,Reasercher,45000,45000,,2,1,No,No recibo bono,Más de tres,50,7,Bisexual o queer,,101-200,Otras industrias,"Cuota para universidad / posgrados, Horarios flexibles",
Hombre,24,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Developer,180000,135000,,3,4,No,No recibo bono,Uno,40,2,Heterosexual,,1001-2000,Otras industrias,"Abono de celular, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Lactario en la oficina","10 pines, Amazon, agile engine, google"
Mujer,36,Argentina,Ciudad Autónoma de Buenos Aires,Posgrado,En curso,Ingeniería en Sistemas de Información,Fuera del pais,Sales / Pre-Sales,28000,23000,,2,1,No,No recibo bono,Uno,10,1,,Sí,Nov-50,Otras industrias,Horarios flexibles,
Hombre,20,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,QA / Tester,35400,25400,,2,2,No,No recibo bono,Uno,25,6,Heterosexual,,101-200,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Horarios flexibles, Licencia de paternidad/maternidad extendida",
Mujer,39,Argentina,Ciudad Autónoma de Buenos Aires,Posgrado,Completado,Lic en Psicología,UCP,VP / C-Level,150000,100000,,2,2,De uno a tres sueldos,Performance de la compañía,No,0,0,Heterosexual,,Nov-50,Servicios / Consultoría de Software / Digital,"Abono de celular, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,42,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Incompleto,Ingeniería en Sistemas de Información,,SysAdmin / DevOps / SRE,320000,,,3,3,De uno a tres sueldos,Mix de las anteriores,Uno,30,3,Heterosexual,,1001-2000,Producto basado en Software,"Capacitaciones y/o cursos, Stock options / RSUs",
Hombre,31,Argentina,GBA,Universitario,Completado,Licenciatura en Informática,UM - Universidad de Morón,Technical Leader,110000,90000,,2,3,De uno a tres sueldos,Mix de las anteriores,Uno,10,1,Heterosexual,,101-200,Servicios / Consultoría de Software / Digital,"Abono de celular, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas",
Hombre,38,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,En curso,Coaching,Escuela Argentina de PNL,Product Manager,215000,200000,Mi sueldo está dolarizado,4,4,No,No recibo bono,Más de tres,30,7,Heterosexual,,Nov-50,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de gimnasia online, Horarios flexibles, sueldo en dólares","Son todas iguales, lo importante es tu jefe, tu cliente y tus colegas"
Hombre,23,Argentina,GBA,Universitario,En curso,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,Developer,25000,22000,,1,1,No,No recibo bono,No,0,0,Heterosexual,No,01-Oct,Producto basado en Software,Comidas pagas / subvencionadas,
Hombre,37,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Sistemas de Información,UAI - Universidad Abierta Interamericana,DBA,164000,112000,,3,3,Menos de un sueldo,Performance individual,Uno,20,4,Heterosexual,,201-500,Otras industrias,Ninguna de las anteriores,
Hombre,39,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Informática,UP - Universidad de Palermo,SysAdmin / DevOps / SRE,55000,,,1,2,No,No recibo bono,Uno,10,3,Heterosexual,,2001-5000,Otras industrias,Comidas pagas / subvencionadas,
Hombre,30,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Incompleto,Diseño Gráfico,UM - Universidad de Morón,Developer,96870,76481,,2,2,Un sueldo,Mix de las anteriores,No,0,0,Heterosexual,No,501-1000,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",
Mujer,26,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Diseño Gráfico,UBA - Universidad de Buenos Aires,UX,91300,70300,,4,4,De uno a tres sueldos,Mix de las anteriores,Dos,35,7,Heterosexual,No,2001-5000,Producto basado en Software,"Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Licencia de paternidad/maternidad extendida","Mercadolibre, Galicia, Naranja"
Hombre,35,Argentina,Provincia de Buenos Aires,Universitario,Completado,Licenciatura en Sistemas de Información,UBA - Universidad de Buenos Aires,SysAdmin / DevOps / SRE,130000,94000,,2,3,No,No recibo bono,No,0,0,Heterosexual,No,5001-10000,Otras industrias,"Capacitaciones y/o cursos, Ninguna de las anteriores","Mercadolibre, VMware, Santander, Galicia"
Hombre,42,Argentina,Ciudad Autónoma de Buenos Aires,Posgrado,Completado,Licenciatura en Administración,UBA - Universidad de Buenos Aires,Manager / Director,225000,155000,,3,3,No,No recibo bono,Uno,10,1,Heterosexual,,2001-5000,Otras industrias,"Abono de celular, Estacionamiento gratuito / subvencionado, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Mujer,38,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Incompleto,Diseño de indumentaria,UBA - Universidad de Buenos Aires,Developer,99584,78174,,3,2,No,No recibo bono,Uno,10,4,Heterosexual,,201-500,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Horarios flexibles",
Hombre,47,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Completado,Técnico Superior en Redes Informáticas,Teclab-Instituto técnico superior,Consultant,45000,38000,,2,1,No,No recibo bono,Uno,10,3,Heterosexual,,51-100,Servicios / Consultoría de Software / Digital,Ninguna de las anteriores,"Red hat, amazon, Veeam, EY"
Hombre,38,Argentina,Córdoba,Terciario,Incompleto,Analista de Sistemas,UTN - Universidad Tecnológica Nacional,Developer,87000,57036,,2,1,No,No recibo bono,No,0,0,Heterosexual,No,51-100,Servicios / Consultoría de Software / Digital,"Abono de celular, Licencia de paternidad/maternidad extendida",Mercado Libre
Hombre,26,Argentina,GBA,Universitario,Completado,Tecnicatura Universitaria en Programacion,UTN - Universidad Tecnológica Nacional,Developer,72000,60000,,2,2,No,No recibo bono,Uno,5,6,Heterosexual,,Nov-50,Otras industrias,"Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles",ni idea perri
Mujer,31,Argentina,GBA,Terciario,Completado,Diseño Gráfico,ORT,UX,36.6,30,,1,1,No,No recibo bono,No,0,0,Bisexual o queer,Sí,Nov-50,Producto basado en Software,"Capacitaciones y/o cursos, Horarios flexibles",Inter cultura
Hombre,32,Argentina,Córdoba,Universitario,Incompleto,Ingeniería en Software,Universidad Siglo 21,Developer,115000,100000,,3,3,No,No recibo bono,Uno,20,3,Heterosexual,,501-1000,Producto basado en Software,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles",
Hombre,30,Argentina,GBA,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Architect,500000,450000,Mi sueldo está dolarizado,4,4,No,No recibo bono,No,0,0,Heterosexual,,01-Oct,Producto basado en Software,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,36,Argentina,GBA,Universitario,En curso,Licenciatura en Informática,UK - Universidad Kennedy,System Engineer,190000,150000,,2,2,Un sueldo,Performance individual,Uno,10,4,Heterosexual,No,10001+,Producto basado en Software,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",Globant
Hombre,40,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,En curso,Analista de Sistemas,ORT,Business Analyst,60000,52000,,1,1,No,No recibo bono,Uno,5,5,Heterosexual,,101-200,Otras industrias,Ninguna de las anteriores,
Hombre,27,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,En curso,Telecomunicaciones,UP - Universidad de Palermo,SysAdmin / DevOps / SRE,75000,40000,,3,2,No,No recibo bono,No,0,0,¿Qué les importa?,No,10001+,Producto basado en Software,"Abono de celular, Capacitaciones y/o cursos, Clases de idiomas",
Hombre,24,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,En curso,Analista de Sistemas,IFTS N°18,Developer,88414,70700,,3,3,No,No recibo bono,Uno,11,7,Heterosexual,,101-200,Servicios / Consultoría de Software / Digital,"Abono de Internet, Capacitaciones y/o cursos",
Hombre,36,Argentina,GBA,Secundario,Completado,,,Developer,660000,462000,Mi sueldo está dolarizado,4,4,No,No recibo bono,No,0,0,Heterosexual,,51-100,Otras industrias,Ninguna de las anteriores,
Mujer,31,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Ingeniería en Informática,UNDAV - Universidad Nacional de Avellaneda,Developer,52200,41000,,3,2,No,No recibo bono,Uno,15,3,Bisexual o queer,,501-1000,Producto basado en Software,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas",
Hombre,23,Argentina,Ciudad Autónoma de Buenos Aires,Secundario,Completado,Tecnicatura en Computación,ET 37,Developer,200000,150000,,4,4,De uno a tres sueldos,Performance individual,No,0,4,Heterosexual,Sí,Nov-50,Producto basado en Software,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",MulseSoft
Mujer,25,Argentina,GBA,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Software Engineer,250000,168000,Mi sueldo está dolarizado,3,3,Menos de un sueldo,Performance individual,No,0,0,Bisexual o queer,No,51-100,Servicios / Consultoría de Software / Digital,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",Google
Hombre,29,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Developer,89000,69000,,2,2,No,No recibo bono,No,0,0,Heterosexual,,101-200,Servicios / Consultoría de Software / Digital,"Clases de idiomas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida",Mercadolibre?
Hombre,25,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Analista de Sistemas,UADE - Universidad Argentina De la Empresa,Developer,114897,95364,,3,3,Menos de un sueldo,Performance individual,Dos,30,2,Heterosexual,,201-500,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc)",
Hombre,34,Argentina,Ciudad Autónoma de Buenos Aires,Posgrado,Completado,Ingeniería en Computación,UTN - Universidad Nacional de Tucumán,VP / C-Level,330000,250000,Mi sueldo está dolarizado,3,3,De uno a tres sueldos,Performance de la compañía,No,0,0,Heterosexual,No,Nov-50,Otras industrias,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,29,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Licenciatura en Psicología,UBA - Universidad de Buenos Aires,Recruiter / HR,66,55000,,3,3,No,No recibo bono,No,0,0,Heterosexual,,201-500,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Mujer,28,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Developer,140000,110000,,4,4,De uno a tres sueldos,Mix de las anteriores,No,0,0,Heterosexual,,10001+,Producto basado en Software,"Clases de gimnasia online, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Horarios flexibles, Licencia de paternidad/maternidad extendida","Mercado Libre, Mulesoft, Medallia , Auth0"
Hombre,37,Argentina,Ciudad Autónoma de Buenos Aires,Secundario,Completado,,,Infosec,58700,48500,,4,3,Un sueldo,Performance de la compañía,No,0,0,Heterosexual,,Nov-50,Servicios / Consultoría de Software / Digital,"Abono de Internet, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,40,Argentina,GBA,Universitario,Completado,Licenciatura en Informática,UP - Universidad de Palermo,Developer,100000,100000,,3,4,De uno a tres sueldos,Performance de la compañía,Uno,15,5,Heterosexual,,101-200,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,32,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Informática,UCEMA,Scrum Master,160000,100000,,2,2,Un sueldo,Performance individual,Uno,50,3,Heterosexual,No,201-500,Producto basado en Software,Ninguna de las anteriores,
Hombre,30,Argentina,Ciudad Autónoma de Buenos Aires,Secundario,Completado,,,Developer,80914.8,64636,,2,2,No,No recibo bono,Uno,10,6,Heterosexual,,1001-2000,Producto basado en Software,"Abono de Internet, Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida",
Hombre,24,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Tecnicatura en Sistemas,UADE - Universidad Argentina De la Empresa,SysAdmin / DevOps / SRE,65000,55000,,4,3,No,No recibo bono,No,0,0,¿Qué les importa?,,2001-5000,Producto basado en Software,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida",
Hombre,39,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,VP / C-Level,226000,160000,,4,4,3+ sueldos,Mix de las anteriores,Uno,50,7,Heterosexual,No,Nov-50,Servicios / Consultoría de Software / Digital,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Horarios flexibles, Viáticos",
Hombre,45,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Incompleto,Licenciatura en Sistemas de Información,UM - Universidad de Morón,VP / C-Level,320000,265000,,4,2,No,No recibo bono,Uno,15,2,Heterosexual,,Nov-50,Producto basado en Software,"Clases de gimnasia online, Clases de idiomas, Horarios flexibles",
Hombre,29,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Incompleto,Ingeniería en Informática,UADE - Universidad Argentina De la Empresa,SysAdmin / DevOps / SRE,73200,60000,,3,2,No,No recibo bono,Uno,3.5,1,Heterosexual,,5001-10000,Servicios / Consultoría de Software / Digital,"Abono de Internet, Capacitaciones y/o cursos, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia de paternidad/maternidad extendida",
Mujer,27,Argentina,Ciudad Autónoma de Buenos Aires,Posgrado,Completado,Licenciatura en Diseño y Gestión de Estéticas para la Moda,UADE - Universidad Argentina De la Empresa,UX,610,610,Mi sueldo está dolarizado,2,1,No,No recibo bono,No,0,0,Heterosexual,,Nov-50,Producto basado en Software,"Comidas pagas / subvencionadas, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",
Hombre,29,Argentina,Provincia de Buenos Aires,Universitario,Completado,Ingeniería en Informática,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires,Developer,154000,110000,,3,3,No,No recibo bono,Uno,30,4,Heterosexual,No,201-500,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,25,Argentina,Provincia de Buenos Aires,Universitario,En curso,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,Developer,55000,45650,,2,1,No,No recibo bono,No,0,0,Bisexual o queer,No,101-200,Producto basado en Software,Horarios flexibles,"Mercado Libre, Medallia, Etermax"
Hombre,40,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Incompleto,Licenciatura en Sistemas de Información,Universidad Nacional de Tucumán,Developer,400000,400000,Mi sueldo está dolarizado,4,4,No,No recibo bono,No,0,0,Heterosexual,,Nov-50,Producto basado en Software,Horarios flexibles,
Mujer,29,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Licenciatura en Psicología ,UBA - Universidad de Buenos Aires,Recruiter / HR,67000,55600,,1,1,No,No recibo bono,No,0,0,Heterosexual,,201-500,Otras industrias,Vacaciones flexibles (adicionales a las reglamentarias),Ns nc
Mujer,28,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Incompleto,Diseño Gráfico,,UX,151000,114000,,2,2,Un sueldo,performance individual + performance de la compañía,Tres,33,6,Bisexual o queer,,1001-2000,Producto basado en Software,"Abono de celular, Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad / posgrados, Licencia de paternidad/maternidad extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",
